Timestamp,CURRENT,FREQ,POWER,SCALE_SPEED,TORQUE,VOLTAGE_AC
2017-08-22T13:21:38.421Z,0.852528,39.309082,0.023438,65.513428,0.217584,146.850586
2017-08-22T13:21:37.411Z,0.874806,42.264404,0.025513,70.437653,0.21525,156.188965
2017-08-22T13:21:36.405Z,0.850479,45.373535,0.024683,75.623451,0.248245,166.259766
2017-08-22T13:21:35.392Z,0.868657,48.464355,0.028003,80.773476,0.251981,176.330566
2017-08-22T13:21:34.384Z,0.843171,51.35376,0.031152,85.592545,0.198752,185.852051
2017-08-22T13:21:33.375Z,0.848607,53.884277,0.031421,89.804428,0.194861,194.213867
2017-08-22T13:21:32.368Z,0.838627,55.9021,0.032593,93.167648,0.2263,200.927734
2017-08-22T13:21:31.177Z,0.838538,57.293701,0.033154,95.489426,0.228012,205.566406
2017-08-22T13:21:30.173Z,0.845756,57.982178,0.033008,96.636673,0.212759,207.580566
2017-08-22T13:21:29.146Z,0.855023,57.927246,0.032739,96.543594,0.224744,207.458496
2017-08-22T13:21:28.132Z,0.853597,57.128906,0.032983,95.215576,0.236572,204.89502
2017-08-22T13:21:27.129Z,0.854578,55.638428,0.032129,92.728729,0.241553,199.829102
2017-08-22T13:21:26.117Z,0.866608,53.536377,0.029883,89.225571,0.240308,192.810059
2017-08-22T13:21:25.110Z,0.855736,50.943604,0.028955,84.906952,0.246689,184.204102
2017-08-22T13:21:24.098Z,0.851013,48.013916,0.027148,80.020424,0.188013,174.804688
2017-08-22T13:21:23.092Z,0.839963,44.908447,0.026929,74.846123,0.193927,164.550781
2017-08-22T13:21:22.084Z,0.881757,41.806641,0.025,69.680626,0.236261,154.541016
2017-08-22T13:21:21.073Z,0.864558,38.891602,0.023438,64.820053,0.236572,145.263672
2017-08-22T13:21:20.066Z,0.866697,36.324463,0.023047,60.543049,0.275015,137.268066
2017-08-22T13:21:19.058Z,0.87944,34.255371,0.021875,57.094776,0.257739,130.92041
2017-08-22T13:21:18.053Z,0.866875,32.805176,0.021851,54.672901,0.243265,126.342773
2017-08-22T13:21:17.046Z,0.89949,32.050781,0.02063,53.416248,0.207935,124.023438
2017-08-22T13:21:15.854Z,0.881667,32.039795,0.020166,53.396873,0.270035,124.267578
2017-08-22T13:21:14.650Z,0.9035,33.4021,0.021729,55.670624,0.275327,128.295898
2017-08-22T13:21:13.641Z,0.894767,35.15625,0.02251,58.594975,0.212915,133.605957
2017-08-22T13:21:12.621Z,0.89245,37.474365,0.023853,62.459724,0.244666,140.991211
2017-08-22T13:21:11.606Z,0.88443,40.224609,0.025415,67.04335,0.252448,149.780273
2017-08-22T13:21:10.599Z,0.875964,43.249512,0.025708,72.083054,0.209958,159.423828
2017-08-22T13:21:09.589Z,0.850568,46.373291,0.027222,77.290001,0.239374,169.494629
2017-08-22T13:21:08.582Z,0.841657,49.420166,0.02771,82.365646,0.216495,179.504395
2017-08-22T13:21:07.578Z,0.857786,52.210693,0.030469,87.019073,0.197351,188.659668
2017-08-22T13:21:06.563Z,0.845221,54.591064,0.031982,90.983521,0.227545,196.533203
2017-08-22T13:21:05.557Z,0.842637,56.418457,0.032397,92.634445,0.192371,202.514648
2017-08-22T13:21:04.548Z,0.829359,57.550049,0.033105,95.155304,0.209958,206.359863
2017-08-22T13:21:03.540Z,0.830874,57.912598,0.030249,96.520775,0.164355,207.824707
2017-08-22T13:21:02.529Z,0.878103,57.993164,0.031372,96.652573,0.258673,206.970215
2017-08-22T13:21:01.524Z,0.809666,57.32666,0.032666,95.543175,0.24202,203.857422
2017-08-22T13:21:00.527Z,0.824191,55.953369,0.032007,93.256149,0.218674,197.937012
2017-08-22T13:20:59.329Z,0.844063,52.752686,0.030737,87.921051,0.251047,190.368652
2017-08-22T13:20:58.299Z,0.863667,50.0354,0.028735,83.391846,0.251358,181.396484
2017-08-22T13:20:57.290Z,0.848429,47.028809,0.028467,78.381622,0.23595,171.569824
2017-08-22T13:20:56.286Z,0.874984,43.905029,0.024609,73.177521,0.25058,161.315918
2017-08-22T13:20:55.275Z,0.861528,40.847168,0.025806,68.077927,0.261008,151.367188
2017-08-22T13:20:54.231Z,0.872489,36.756592,0.02251,61.258076,0.242331,138.61084
2017-08-22T13:20:53.083Z,0.874806,35.603027,0.022583,59.338676,0.261163,134.643555
2017-08-22T13:20:52.077Z,0.87837,33.720703,0.021948,56.200024,0.244977,128.78418
2017-08-22T13:20:51.073Z,0.871509,32.48291,0.02002,54.13905,0.248868,125.183105
2017-08-22T13:20:50.064Z,0.916332,31.962891,0.021802,53.273926,0.265677,123.718262
2017-08-22T13:20:49.057Z,0.914728,32.193604,0.021948,53.654224,0.267545,124.572754
2017-08-22T13:20:48.051Z,0.895123,33.153076,0.021948,55.258148,0.22988,127.624512
2017-08-22T13:20:46.853Z,0.880866,34.797363,0.021802,57.993752,0.205756,135.742188
